filament_id,tier,length_mpc_h,ngal_endpoint1,ngal_endpoint2,richness_sum,redshift_mean,endpoint1_ra,endpoint1_dec,endpoint2_ra,endpoint2_dec,center_ra,center_dec,angular_sep_deg,n_member_galaxies,lum_endpoint1,lum_endpoint2,pass_L_ge_15,pass_z_01_02,pass_ang_sep_05,pass_ngal_ge_15,pass_ngal_ge_10,pass_kids_footprint
4356,D_allsky_relaxed,20.73,14,15,29,0.1131,172.217,39.2599,172.3683,41.942,172.2926,40.601,2.685,52,22.99,24.65,True,True,True,False,True,False
4541,D_allsky_relaxed,16.25,14,15,29,0.1091,157.1556,39.4333,159.2409,41.4041,158.1983,40.4187,2.531,28,21.13,21.83,True,True,True,False,True,False
4907,D_allsky_relaxed,22.54,14,15,29,0.1261,119.2716,27.1692,120.7863,29.1391,120.029,28.1541,2.38,47,26.06,27.94,True,True,True,False,True,False
5837,D_allsky_relaxed,15.67,14,15,29,0.1135,246.2108,33.8011,248.66,34.8606,247.4354,34.3308,2.283,38,23.33,24.43,True,True,True,False,True,False
6767,D_allsky_relaxed,16.12,13,16,29,0.1352,215.2153,22.4546,217.44,22.8059,216.3277,22.6303,2.083,77,24.25,30.81,True,True,True,False,True,False
9195,D_allsky_relaxed,20.56,14,15,29,0.1287,152.7405,63.7645,151.3814,64.6771,152.061,64.2208,1.087,58,23.2,24.29,True,True,True,False,True,False
194,D_allsky_relaxed,21.72,13,15,28,0.1004,245.6456,25.8502,247.2132,26.6123,246.4294,26.2313,1.599,35,13.97,15.8,True,True,True,False,True,False
374,D_allsky_relaxed,17.13,13,15,28,0.1247,138.5567,16.6559,135.6911,18.5647,137.1239,17.6103,3.332,61,24.44,31.45,True,True,True,False,True,False
678,D_allsky_relaxed,18.62,13,15,28,0.1046,155.9213,8.8256,153.1148,9.8799,154.5181,9.3528,2.963,54,15.52,18.55,True,True,True,False,True,False
1330,D_allsky_relaxed,21.74,13,15,28,0.1005,234.8501,40.085,236.3926,41.5539,235.6214,40.8195,1.876,48,16.16,19.21,True,True,True,False,True,False
1674,D_allsky_relaxed,24.14,14,14,28,0.1134,205.9583,17.5046,204.2639,19.4501,205.1111,18.4774,2.523,75,20.69,20.69,True,True,True,False,True,False
2134,D_allsky_relaxed,23.6,13,15,28,0.1167,154.1676,5.9263,150.7646,5.7218,152.4661,5.824,3.392,48,23.73,26.56,True,True,True,False,True,False
2312,D_allsky_relaxed,16.63,12,16,28,0.1096,171.3362,60.607,170.5517,62.5373,170.9439,61.5722,1.966,30,15.58,23.56,True,True,True,False,True,False
2698,D_allsky_relaxed,16.63,14,14,28,0.118,156.7721,54.5785,151.5166,55.4342,154.1444,55.0064,3.133,56,27.76,27.76,True,True,True,False,True,False
2880,D_allsky_relaxed,18.15,13,15,28,0.1161,172.5512,5.7889,173.5172,8.6698,173.0342,7.2294,3.036,51,24.73,27.58,True,True,True,False,True,False
3096,D_allsky_relaxed,15.2,13,15,28,0.1045,249.9497,26.1552,247.5909,25.8755,248.7703,26.0153,2.138,43,16.64,19.44,True,True,True,False,True,False
3403,D_allsky_relaxed,23.31,11,17,28,0.1091,199.2843,38.3265,196.5928,39.8682,197.9386,39.0974,2.596,87,15.7,23.83,True,True,True,False,True,False
3575,D_allsky_relaxed,15.08,13,15,28,0.1109,228.4788,29.0003,228.2859,30.515,228.3823,29.7576,1.524,36,23.12,24.92,True,True,True,False,True,False
4884,D_allsky_relaxed,20.55,14,14,28,0.1008,162.8751,38.6783,162.4278,40.4739,162.6514,39.5761,1.828,31,18.89,18.89,True,True,True,False,True,False
5558,D_allsky_relaxed,16.15,13,15,28,0.1065,179.3052,13.777,179.9415,14.8667,179.6233,14.3218,1.252,70,19.62,21.68,True,True,True,False,True,False
5701,D_allsky_relaxed,20.12,14,14,28,0.103,209.5544,2.5078,209.6914,6.0137,209.6229,4.2607,3.509,43,17.8,17.8,True,True,True,False,True,False
6171,D_allsky_relaxed,17.7,11,17,28,0.1129,147.5643,28.7631,145.7963,31.1826,146.6803,29.9729,2.864,39,16.47,24.46,True,True,True,False,True,False
6460,D_allsky_relaxed,16.61,14,14,28,0.1499,243.1163,17.2368,241.7808,18.9318,242.4486,18.0843,2.118,34,34.86,34.86,True,True,True,False,True,False
6525,D_allsky_relaxed,15.12,14,14,28,0.1304,140.779,8.2351,137.9892,7.7238,139.3841,7.9795,2.81,91,26.09,26.09,True,True,True,False,True,False
7217,D_allsky_relaxed,17.62,12,16,28,0.1298,223.7706,4.0114,226.2741,5.6033,225.0223,4.8073,2.959,68,19.4,24.54,True,True,True,False,True,False
8412,D_allsky_relaxed,15.63,10,18,28,0.107,188.0654,67.0437,194.3488,66.7929,191.2071,66.9183,2.476,43,21.46,32.72,True,True,True,False,True,False
9415,D_allsky_relaxed,15.73,13,15,28,0.1013,127.4752,16.96,125.5695,17.3666,126.5224,17.1633,1.866,27,19.63,22.54,True,True,True,False,True,False
429,D_allsky_relaxed,18.11,13,14,27,0.1155,196.1,46.3025,198.5283,47.7645,197.3142,47.0335,2.208,53,22.36,23.15,True,True,True,False,True,False
673,D_allsky_relaxed,16.05,13,14,27,0.101,139.3413,12.0822,137.8902,13.2884,138.6157,12.6853,1.86,73,17.61,19.14,True,True,True,False,True,False
1046,D_allsky_relaxed,25.15,11,16,27,0.1156,165.0551,48.6524,166.2022,50.7948,165.6286,49.7236,2.267,95,18.49,28.17,True,True,True,False,True,False
1163,D_allsky_relaxed,22.68,11,16,27,0.1196,221.4909,13.8793,223.6555,15.8504,222.5732,14.8649,2.874,37,17.93,24.93,True,True,True,False,True,False
1342,D_allsky_relaxed,20.63,13,14,27,0.1334,212.0009,9.004,209.0116,10.4922,210.5063,9.7481,3.301,65,20.53,21.59,True,True,True,False,True,False
2158,D_allsky_relaxed,17.09,13,14,27,0.1202,239.1396,-0.5368,241.1914,-0.826,240.1655,-0.6814,2.072,43,23.06,23.95,True,True,True,False,True,False
2196,D_allsky_relaxed,18.65,13,14,27,0.1402,118.2754,32.5413,119.1285,34.8401,118.7019,33.6907,2.406,60,30.84,32.26,True,True,True,False,True,False
2244,D_allsky_relaxed,15.14,12,15,27,0.1541,209.3529,12.6377,207.5013,12.5791,208.4271,12.6084,1.808,65,26.72,33.03,True,True,True,False,True,False
2839,D_allsky_relaxed,19.1,13,14,27,0.143,228.6441,10.7649,229.5183,13.1147,229.0812,11.9398,2.501,46,24.29,26.11,True,True,True,False,True,False
2895,D_allsky_relaxed,17.3,13,14,27,0.1312,167.8909,33.2964,166.2531,33.8718,167.072,33.5841,1.481,33,26.25,27.31,True,True,True,False,True,False
3052,D_allsky_relaxed,21.11,13,14,27,0.1031,127.4432,29.5838,126.2707,32.8143,126.857,31.1991,3.383,68,15.07,16.07,True,True,True,False,True,False
3387,D_allsky_relaxed,18.57,12,15,27,0.1324,176.9012,51.7553,174.0115,52.7605,175.4564,52.2579,2.034,46,20.35,25.79,True,True,True,False,True,False
4456,D_allsky_relaxed,20.74,13,14,27,0.1163,224.2785,19.5286,222.8451,21.4442,223.5618,20.4864,2.339,23,36.52,37.83,True,True,True,False,True,False
5044,D_allsky_relaxed,15.35,10,17,27,0.1155,204.0314,2.2529,205.2577,3.382,204.6445,2.8175,1.666,41,19.48,29.39,True,True,True,False,True,False
5106,D_allsky_relaxed,16.62,13,14,27,0.1165,133.652,33.3092,132.1655,35.4125,132.9088,34.3609,2.435,66,20.11,21.27,True,True,True,False,True,False
6159,D_allsky_relaxed,17.68,13,14,27,0.1437,170.0112,2.9469,166.7892,4.5149,168.4002,3.7309,3.577,48,29.95,31.77,True,True,True,False,True,False
6296,D_allsky_relaxed,18.1,13,14,27,0.1003,194.5557,61.689,203.7468,60.1479,199.1512,60.9184,4.726,46,13.69,14.72,True,True,True,False,True,False
7393,D_allsky_relaxed,15.11,13,14,27,0.1153,159.7223,48.4325,154.5834,50.1635,157.1528,49.298,3.772,63,24.11,25.15,True,True,True,False,True,False
8130,D_allsky_relaxed,19.62,13,14,27,0.1377,237.6417,17.7168,237.9233,18.7779,237.7825,18.2474,1.094,80,27.62,29.13,True,True,True,False,True,False
9356,D_allsky_relaxed,17.08,13,14,27,0.1269,178.4032,36.2323,181.5182,38.4578,179.9607,37.345,3.33,75,24.38,25.88,True,True,True,False,True,False
10786,D_allsky_relaxed,16.15,10,17,27,0.1087,230.4231,32.1794,232.0557,32.2535,231.2394,32.2165,1.383,35,13.97,23.66,True,True,True,False,True,False
12039,D_allsky_relaxed,18.07,12,15,27,0.1251,188.2122,44.309,185.6749,45.2887,186.9435,44.7989,2.05,71,19.9,25.18,True,True,True,False,True,False
78,D_allsky_relaxed,18.59,11,15,26,0.1043,195.7581,65.6031,203.8983,66.0911,199.8282,65.8471,3.366,55,12.8,16.84,True,True,True,False,True,False
323,D_allsky_relaxed,19.65,12,14,26,0.1062,121.4739,15.8298,122.1137,17.4309,121.7938,16.6304,1.715,37,16.2,18.02,True,True,True,False,True,False
421,D_allsky_relaxed,22.12,13,13,26,0.1496,125.7872,28.9418,124.7796,30.9961,125.2834,29.969,2.232,72,32.49,32.49,True,True,True,False,True,False
536,D_allsky_relaxed,17.23,11,15,26,0.1045,177.5019,3.0587,176.255,5.0265,176.8784,4.0426,2.328,29,20.39,24.94,True,True,True,False,True,False
558,D_allsky_relaxed,21.08,13,13,26,0.12,142.0926,-0.3345,142.9979,2.6285,142.5453,1.147,3.098,56,22.74,22.74,True,True,True,False,True,False
725,D_allsky_relaxed,24.11,12,14,26,0.1329,165.0634,12.5191,162.3914,14.6301,163.7274,13.5746,3.347,68,23.34,25.92,True,True,True,False,True,False
1246,D_allsky_relaxed,18.14,12,14,26,0.1317,164.8344,57.5077,164.5488,59.9116,164.6916,58.7097,2.408,60,19.03,22.7,True,True,True,False,True,False
1422,D_allsky_relaxed,15.08,13,13,26,0.1141,197.8797,43.0031,200.2346,44.7096,199.0572,43.8564,2.407,43,17.79,17.79,True,True,True,False,True,False
1477,D_allsky_relaxed,20.1,12,14,26,0.1112,179.5883,63.1897,174.2991,63.4416,176.9437,63.3157,2.389,36,24.27,27.21,True,True,True,False,True,False
1602,D_allsky_relaxed,17.25,12,14,26,0.121,131.7252,60.7916,129.9553,62.4289,130.8403,61.6103,1.841,90,20.85,23.17,True,True,True,False,True,False
2056,D_allsky_relaxed,15.7,13,13,26,0.1222,230.8438,14.2001,230.4847,16.9203,230.6643,15.5602,2.742,59,19.52,19.52,True,True,True,False,True,False
3119,D_allsky_relaxed,19.1,11,15,26,0.1119,183.4709,19.7702,183.9665,23.2639,183.7187,21.5171,3.524,53,18.82,22.63,True,True,True,False,True,False
3160,D_allsky_relaxed,18.09,12,14,26,0.1101,182.8404,62.5203,186.7864,65.3382,184.8134,63.9293,3.309,41,17.75,19.75,True,True,True,False,True,False
3267,D_allsky_relaxed,19.07,12,14,26,0.1134,169.831,56.1662,171.9112,59.1751,170.8711,57.6706,3.208,58,15.5,17.91,True,True,True,False,True,False
3703,D_allsky_relaxed,17.11,12,14,26,0.1259,183.2568,57.6764,179.5166,57.906,181.3867,57.7912,2.007,24,25.72,29.09,True,True,True,False,True,False
4102,D_allsky_relaxed,17.56,12,14,26,0.1125,227.4111,26.5115,229.4229,28.4739,228.417,27.4927,2.653,24,20.65,22.86,True,True,True,False,True,False
4209,D_allsky_relaxed,16.58,13,13,26,0.1181,237.4492,45.1508,240.1392,46.5924,238.7942,45.8716,2.364,26,19.3,19.3,True,True,True,False,True,False
4388,D_allsky_relaxed,15.6,13,13,26,0.1258,253.6114,36.1853,255.7537,35.5822,254.6825,35.8837,1.838,47,22.39,22.39,True,True,True,False,True,False
5301,D_allsky_relaxed,15.57,11,15,26,0.1104,158.4624,17.0105,155.7586,17.6861,157.1105,17.3483,2.668,45,19.09,27.54,True,True,True,False,True,False
7838,D_allsky_relaxed,16.1,13,13,26,0.1376,181.764,5.7575,179.7483,7.8696,180.7562,6.8135,2.91,60,27.41,27.41,True,True,True,False,True,False
9089,D_allsky_relaxed,17.2,11,15,26,0.1333,167.4104,21.7733,165.8069,21.7896,166.6087,21.7815,1.489,42,26.72,35.13,True,True,True,False,True,False
41,D_allsky_relaxed,21.71,12,13,25,0.1072,194.5425,19.3803,198.2113,19.9651,196.3769,19.6727,3.504,41,19.64,20.52,True,True,True,False,True,False
314,D_allsky_relaxed,16.63,12,13,25,0.1172,250.9599,20.8819,253.6714,22.2436,252.3157,21.5627,2.866,33,17.06,19.0,True,True,True,False,True,False
529,D_allsky_relaxed,15.61,10,15,25,0.102,214.7015,15.2421,216.7879,18.117,215.7447,16.6796,3.501,43,12.73,22.08,True,True,True,False,True,False
654,D_allsky_relaxed,18.6,12,13,25,0.1273,149.9551,24.3036,148.4773,25.6981,149.2162,25.0009,1.934,62,20.49,22.22,True,True,True,False,True,False
956,D_allsky_relaxed,24.67,11,14,25,0.1435,157.5965,47.7939,155.6187,50.3911,156.6076,49.0925,2.902,77,34.2,41.6,True,True,True,False,True,False
1439,D_allsky_relaxed,22.23,11,14,25,0.1083,184.5625,16.6234,185.2112,18.4347,184.8869,17.529,1.914,61,15.13,17.91,True,True,True,False,True,False
1783,D_allsky_relaxed,22.1,12,13,25,0.1406,151.9173,50.9472,155.5223,51.6193,153.7198,51.2833,2.353,58,29.65,30.93,True,True,True,False,True,False
2027,D_allsky_relaxed,20.71,11,14,25,0.1301,191.7899,33.4071,195.0398,33.4116,193.4148,33.4093,2.713,39,23.63,28.4,True,True,True,False,True,False
2575,D_allsky_relaxed,17.22,12,13,25,0.1125,176.026,58.9081,176.1983,60.931,176.1122,59.9196,2.025,28,14.89,15.73,True,True,True,False,True,False
3281,D_allsky_relaxed,18.7,12,13,25,0.1199,189.2858,51.442,192.5787,51.6412,190.9322,51.5416,2.058,30,19.49,20.32,True,True,True,False,True,False
3557,D_allsky_relaxed,16.17,10,15,25,0.1011,229.8764,5.5936,228.6074,6.5506,229.2419,6.0721,1.584,30,11.1,20.06,True,True,True,False,True,False
3622,D_allsky_relaxed,19.65,12,13,25,0.1207,165.8863,23.516,164.5221,26.6266,165.2042,25.0713,3.347,64,17.49,19.11,True,True,True,False,True,False
3919,D_allsky_relaxed,18.15,12,13,25,0.1345,191.7992,32.7736,191.2158,33.4209,191.5075,33.0972,0.811,22,32.97,35.74,True,True,True,False,True,False
4192,D_allsky_relaxed,19.94,12,13,25,0.1339,133.0125,57.743,129.9898,59.8004,131.5012,58.7717,2.586,43,22.55,24.52,True,True,True,False,True,False
4526,D_allsky_relaxed,17.8,11,14,25,0.1403,180.4676,25.0054,180.2682,27.4177,180.3679,26.2115,2.419,42,27.28,31.39,True,True,True,False,True,False
5652,D_allsky_relaxed,15.07,11,14,25,0.1394,159.1503,62.6583,154.2505,63.7429,156.7004,63.2006,2.461,53,30.44,36.3,True,True,True,False,True,False
6047,D_allsky_relaxed,17.06,12,13,25,0.1172,139.8329,32.6961,136.6914,33.1032,138.2621,32.8996,2.669,43,18.16,20.42,True,True,True,False,True,False
6657,D_allsky_relaxed,15.56,12,13,25,0.1257,142.1042,15.5134,140.7752,18.1439,141.4397,16.8287,2.922,39,19.62,21.57,True,True,True,False,True,False
8052,D_allsky_relaxed,15.69,11,14,25,0.1152,218.4984,7.0598,218.5939,8.5485,218.5461,7.8042,1.492,26,15.93,21.43,True,True,True,False,True,False
506,D_allsky_relaxed,18.58,11,13,24,0.1089,122.8673,12.35,121.5658,14.92,122.2165,13.635,2.864,51,12.4,14.38,True,True,True,False,True,False
736,D_allsky_relaxed,17.19,12,12,24,0.1094,194.2351,16.9756,192.9508,18.9512,193.5929,17.9634,2.323,37,17.3,17.3,True,True,True,False,True,False
792,D_allsky_relaxed,15.67,12,12,24,0.1092,173.0588,25.2163,170.9989,26.6099,172.0288,25.9131,2.318,47,19.2,19.2,True,True,True,False,True,False
1832,D_allsky_relaxed,19.58,12,12,24,0.1218,226.0611,0.9637,223.8405,3.5609,224.9508,2.2623,3.416,69,20.07,20.07,True,True,True,False,True,False
2313,D_allsky_relaxed,15.13,12,12,24,0.1148,155.2538,22.2645,154.4411,23.048,154.8474,22.6562,1.085,41,17.98,17.98,True,True,True,False,True,False
2585,D_allsky_relaxed,17.57,12,12,24,0.133,216.8048,32.0903,217.0174,33.4931,216.9111,32.7917,1.414,38,26.0,26.0,True,True,True,False,True,False
3098,D_allsky_relaxed,21.08,11,13,24,0.1004,202.6152,54.3407,203.0921,56.2425,202.8537,55.2916,1.921,36,12.11,13.68,True,True,True,False,True,False
3478,D_allsky_relaxed,15.65,11,13,24,0.122,216.2152,21.9727,217.7211,23.7278,216.9682,22.8503,2.237,52,19.12,23.75,True,True,True,False,True,False
3733,D_allsky_relaxed,16.03,11,13,24,0.1046,124.8451,34.4865,123.9722,37.592,124.4086,36.0393,3.185,64,20.09,22.64,True,True,True,False,True,False
5967,D_allsky_relaxed,16.62,11,13,24,0.1022,138.2202,46.1871,138.6631,49.1645,138.4417,47.6758,2.992,69,15.32,17.57,True,True,True,False,True,False
6774,D_allsky_relaxed,16.58,11,13,24,0.1325,140.911,8.4556,139.3051,8.9959,140.1081,8.7257,1.677,63,22.88,27.33,True,True,True,False,True,False
7172,D_allsky_relaxed,15.14,12,12,24,0.1348,210.3435,57.0677,214.2146,58.8793,212.2791,57.9735,2.738,39,22.86,22.86,True,True,True,False,True,False
9032,D_allsky_relaxed,15.53,12,12,24,0.1321,220.9303,12.59,220.8239,14.9379,220.8771,13.764,2.35,44,21.59,21.59,True,True,True,False,True,False
1657,D_allsky_relaxed,17.62,11,12,23,0.1092,243.5877,28.9592,240.341,30.1488,241.9644,29.554,3.065,46,14.06,16.23,True,True,True,False,True,False
2048,D_allsky_relaxed,15.94,11,12,23,0.1205,112.5783,39.1382,111.8241,40.6153,112.2012,39.8767,1.586,53,18.28,19.98,True,True,True,False,True,False
3006,D_allsky_relaxed,15.14,11,12,23,0.1039,138.1342,28.6454,140.0372,30.2539,139.0857,29.4496,2.309,27,13.72,14.47,True,True,True,False,True,False
4000,D_allsky_relaxed,15.07,11,12,23,0.1426,217.1742,63.6412,220.3681,64.1886,218.7712,63.9149,1.507,35,27.89,29.38,True,True,True,False,True,False
4143,D_allsky_relaxed,15.1,10,13,23,0.1204,137.8382,3.4462,135.4193,3.268,136.6287,3.3571,2.421,36,21.18,23.9,True,True,True,False,True,False
5316,D_allsky_relaxed,17.15,11,12,23,0.1399,176.512,23.0493,178.8436,24.8803,177.6778,23.9648,2.809,62,27.2,29.48,True,True,True,False,True,False
5569,D_allsky_relaxed,16.57,10,13,23,0.1044,137.3554,28.9027,133.7153,28.4334,135.5354,28.668,3.228,37,12.47,14.7,True,True,True,False,True,False
9441,D_allsky_relaxed,15.61,10,13,23,0.1047,229.82,2.3251,230.4739,3.8563,230.1469,3.0907,1.665,26,15.55,20.44,True,True,True,False,True,False
12607,D_allsky_relaxed,18.53,11,12,23,0.1119,220.3049,23.8252,218.6055,26.9058,219.4552,25.3655,3.442,50,14.17,15.46,True,True,True,False,True,False
280,D_allsky_relaxed,18.14,11,11,22,0.1437,123.6002,19.8733,122.2009,22.4674,122.9005,21.1703,2.904,40,21.25,21.25,True,True,True,False,True,False
1721,D_allsky_relaxed,15.07,10,12,22,0.1245,144.4956,28.3525,145.3145,29.5937,144.905,28.9731,1.433,43,13.75,20.3,True,True,True,False,True,False
2552,D_allsky_relaxed,15.09,10,12,22,0.1285,125.6674,57.5884,127.5118,59.1746,126.5896,58.3815,1.858,46,17.0,19.03,True,True,True,False,True,False
2682,D_allsky_relaxed,17.71,10,12,22,0.1075,167.2749,63.4419,170.156,63.1364,168.7154,63.2892,1.331,23,12.72,15.72,True,True,True,False,True,False
3581,D_allsky_relaxed,15.68,10,12,22,0.137,250.561,33.1452,253.8853,33.2598,252.2231,33.2025,2.784,40,19.48,22.35,True,True,True,False,True,False
3823,D_allsky_relaxed,15.09,10,12,22,0.1114,235.8107,1.9596,234.888,4.0791,235.3493,3.0193,2.311,56,12.34,14.99,True,True,True,False,True,False
4501,D_allsky_relaxed,19.16,11,11,22,0.1087,210.0586,63.6096,204.2017,62.4449,207.1302,63.0273,2.901,43,13.86,13.86,True,True,True,False,True,False
5330,D_allsky_relaxed,15.6,11,11,22,0.1388,151.2105,54.928,148.9396,56.249,150.075,55.5885,1.842,32,15.74,15.74,True,True,True,False,True,False
9329,D_allsky_relaxed,16.65,11,11,22,0.1298,231.6665,18.6734,234.4479,18.1523,233.0572,18.4129,2.69,64,15.59,15.59,True,True,True,False,True,False
967,D_allsky_relaxed,17.08,10,11,21,0.1274,134.1528,1.8303,135.2527,3.8782,134.7028,2.8543,2.324,53,18.11,19.34,True,True,True,False,True,False
1272,D_allsky_relaxed,17.12,10,11,21,0.1007,241.0438,8.1289,244.5478,10.2284,242.7958,9.1786,4.046,56,16.18,17.0,True,True,True,False,True,False
2526,D_allsky_relaxed,18.18,10,11,21,0.1434,166.6812,25.6531,164.7182,25.0031,165.6997,25.3281,1.89,53,20.99,22.64,True,True,True,False,True,False
3202,D_allsky_relaxed,17.55,10,11,21,0.1127,169.4417,52.702,169.5645,54.6305,169.5031,53.6662,1.93,21,12.52,14.43,True,True,True,False,True,False
3317,D_allsky_relaxed,15.59,10,11,21,0.1033,137.7427,14.2438,134.8712,14.7319,136.3069,14.4879,2.823,50,11.36,12.19,True,True,True,False,True,False
3338,D_allsky_relaxed,21.6,10,11,21,0.1532,169.2987,0.7248,170.152,4.0299,169.7253,2.3773,3.413,74,27.53,29.25,True,True,True,False,True,False
4478,D_allsky_relaxed,15.17,10,11,21,0.1266,233.4517,7.3941,234.4215,8.9873,233.9366,8.1907,1.86,61,18.43,19.46,True,True,True,False,True,False
9448,D_allsky_relaxed,16.62,10,11,21,0.103,170.7547,53.7952,174.7738,55.3218,172.7643,54.5585,2.786,28,12.98,14.09,True,True,True,False,True,False
1742,D_allsky_relaxed,18.15,10,10,20,0.128,165.5706,9.7885,163.3996,10.3055,164.4851,10.047,2.199,49,16.28,16.28,True,True,True,False,True,False
1928,D_allsky_relaxed,19.78,10,10,20,0.1258,199.499,45.5588,198.21,48.6274,198.8545,47.0931,3.192,29,18.25,18.25,True,True,True,False,True,False
2061,D_allsky_relaxed,20.1,10,10,20,0.1511,155.7787,36.987,155.3571,36.5423,155.5679,36.7646,0.558,36,20.05,20.05,True,True,True,False,True,False
2574,D_allsky_relaxed,15.57,10,10,20,0.1262,143.2311,53.7557,141.1754,55.734,142.2032,54.7449,2.307,89,17.91,17.91,True,True,True,False,True,False
5171,D_allsky_relaxed,15.07,10,10,20,0.138,166.4863,66.0182,166.9097,67.0472,166.698,66.5327,1.043,28,16.88,16.88,True,True,True,False,True,False
5478,D_allsky_relaxed,18.68,10,10,20,0.11,134.5182,34.2199,131.2754,32.9158,132.8968,33.5679,3.0,60,16.23,16.23,True,True,True,False,True,False
8832,D_allsky_relaxed,15.04,10,10,20,0.1201,154.9988,48.275,152.0594,50.1926,153.5291,49.2338,2.713,48,15.06,15.06,True,True,True,False,True,False
